,Unnamed: 0.1,Unnamed: 0,uid,text
4743,4743,4743,PvISFi4rDZU--5,"They will talks about strenghtening business, military & technology ties."
4744,4744,4744,PvISFi4rDZU--6,"He will also hold bilateral meetings with Biden, Kishida & Albanese."
4745,4745,4745,PvISFi4rDZU--7,After all the meetings he returned to his hotel in Tokyo where he greeted children who were waiting with posters for him.
4746,4746,4746,PvISFi4rDZU--8,When Modi arrived he autographed his potraits and posed for pictures.
4747,4747,4747,PvISFi4rDZU--9,Modi interacted with a Japanese boy who had drawn a tricolor.
4748,4748,4748,BESRE5mtipE--0,"Many people love their pet cats, dogs, parrots, etc."
4749,4749,4749,BESRE5mtipE--1,They talk to them. The animals follow their master's commands.
4750,4750,4750,BESRE5mtipE--2,Pets are trustworthy and loyal. They only follow their master.
4751,4751,4751,BESRE5mtipE--3,Pets give peace in stressful situations.
4752,4752,4752,BESRE5mtipE--4,"People talk to their pets, but people signing to their pets is never heard of."
4753,4753,4753,BESRE5mtipE--5,A video of a man communicating with his cat has recently gone viral.
4754,4754,4754,BESRE5mtipE--6,What a surprising story!
4755,4755,4755,BESRE5mtipE--7,A man is seen sitting at the table and eating when his cat taps him and signs that it wants to eat as well.
4756,4756,4756,BESRE5mtipE--8,The man then feeds the cat.
4757,4757,4757,BESRE5mtipE--9,The video of the two went viral. People were shocked and wondered how the cat learnt sign language.
4758,4758,4758,UQxD6SmlWRY--0,What do you think is the most important reason of India not developing?
4759,4759,4759,UQxD6SmlWRY--1,"Well, it is corruption. This deep rooted corruption is restricting the development of the country."
4760,4760,4760,UQxD6SmlWRY--2,"If the corruption stops, India can progress well."
4761,4761,4761,UQxD6SmlWRY--3,But it doesn't seem to end at all.
4762,4762,4762,UQxD6SmlWRY--4,In a related incident from Maharashtra's Pimpri- Chinchwad area
4763,4763,4763,UQxD6SmlWRY--5,"a lady traffic police officer, Swati Sonnar was seen taking bribes."
4764,4764,4764,UQxD6SmlWRY--6,The whole incident was caught on CCTV and went viral.
4765,4765,4765,UQxD6SmlWRY--7,There were two women wearing face masks
4766,4766,4766,UQxD6SmlWRY--8,and the traffic cop is seen wearing a cloth around her mouth and nose.
4767,4767,4767,UQxD6SmlWRY--9,They are seen talking and the cop turns back. The woman carefully slips something into the back pocket of the traffic cop.
4768,4768,4768,KuqklLT-79w--0,Many people who have a girlfriend or a boyfriend
4769,4769,4769,KuqklLT-79w--1,"in order to be not caught by the family, secretly meet in restuarants, hotels, parks etc."
4770,4770,4770,KuqklLT-79w--2,They are in love and surely want to meet each other.
4771,4771,4771,KuqklLT-79w--3,A man did something very weird and you will be shocked to know where he met his girfriend.
4772,4772,4772,KuqklLT-79w--4,It is unimaginable. Let me tell you this strange story.
4773,4773,4773,KuqklLT-79w--5,"The man and the woman were from Purnia, Bihar."
4774,4774,4774,KuqklLT-79w--6,They were in love. The man worked as an electrician.
4775,4775,4775,KuqklLT-79w--7,He wanted to meet his girlfriend but didn't want people to catch him.
4776,4776,4776,KuqklLT-79w--8,He got a weird idea. Being an electrician he disconnected the electricity in the entire village in the evenings.
4777,4777,4777,KuqklLT-79w--9,He always cut off the electricity at the same time for 2 - 3 hours while he chatted with his girlfriend.
4778,4778,4778,MAWT6JlRPHM--0,"Films are made in Hollywood, Bollywood in India and in different countries around the world."
4779,4779,4779,MAWT6JlRPHM--1,Cannes Film Festival is very popular where films from all around the world are showcased.
4780,4780,4780,MAWT6JlRPHM--2,"Like how USA's Oscars is a famous award ceremony, Cannes is a pretigious Film Festival."
4781,4781,4781,MAWT6JlRPHM--3,This is the 75th edition of the festival.
4782,4782,4782,MAWT6JlRPHM--4,The festival began on 17th May in France.
4783,4783,4783,MAWT6JlRPHM--5,World class movies and actors are selected to participate in Cannes Film Festival.
4784,4784,4784,MAWT6JlRPHM--6,Every year film celebrities walk the red carpet in fancy clothes and waving out to the paparazzi.
4785,4785,4785,MAWT6JlRPHM--7,"Everyone is excited to watch the celebrities walk the red carpet and see their outfits, make up, shoes etc."
4786,4786,4786,MAWT6JlRPHM--8,Marche du Film runs parallel to the Cannes Film Festival.
4787,4787,4787,MAWT6JlRPHM--9,"This year for the first time, it was decided to select a “Country of Honour” in the Marche du Film."
4788,4788,4788,LFKoYAxO_d4--0,Deaflympics 2021 were scheduled to take place from 5 to 21 December last year but were postponed due to COVID-19.
4789,4789,4789,LFKoYAxO_d4--1,"The games started on May 1 and ended on May 15, 2022."
4790,4790,4790,LFKoYAxO_d4--2,"2,100 athletes from 72 countries participated in the Deaflympics held at Caxias, Brazil."
4791,4791,4791,LFKoYAxO_d4--3,"India, meanwhile, has sent a total of 65 Deaf athletes to compete in 11 different sports like athletics, table tennis, badminton, etc."
4792,4792,4792,LFKoYAxO_d4--4,"Dhanush Srikanth won 1 gold medal in air rifle, Shourya Saini won bronze medal for air rifle"
4793,4793,4793,LFKoYAxO_d4--5,and the Indian badminton mixed team won the gold medal.
4794,4794,4794,LFKoYAxO_d4--6,We had released a news about this earlier. You can check out the video here.
4795,4795,4795,LFKoYAxO_d4--7,In the latest update India has won a total of 16 medals!
4796,4796,4796,LFKoYAxO_d4--8,"Apart from the 3 prior medals, India won seven gold medals, one silver and five bronze medals."
4797,4797,4797,LFKoYAxO_d4--9,India held the 8th position in the points table. This is India’s most brilliant performance in history.
4798,4798,4798,P9D6xluZJho--0,"On 14th May in the USA's New York's Buffalo area,"
4799,4799,4799,P9D6xluZJho--1,at a Tops supermarket.
4800,4800,4800,P9D6xluZJho--2,Police Commissioner Joseph Gramaglia told a news conference some shocking news.
4801,4801,4801,P9D6xluZJho--3,There was a 18 year old boy named Payton Gendron.
4802,4802,4802,P9D6xluZJho--4,At the supermarket there were 13 people - 11 of them were Black and 2 were white.
4803,4803,4803,P9D6xluZJho--5,Gendron drove 320km and reached Tops Supermarket.
4804,4804,4804,P9D6xluZJho--6,He was wearing a helmet and tactical gear similar to the one worn by the army.
4805,4805,4805,P9D6xluZJho--7,He saw 4 people in the parking lot and shot at them.
4806,4806,4806,P9D6xluZJho--8,"Out of the 4, 3 of them died and 1 somehow was saved."
4807,4807,4807,P9D6xluZJho--9,A retired police officer was working as an armed security guard at the supermarket.
4808,4808,4808,ZLoqzGzWIG0--0,Andrew Symonds is one of the finest all rounders in the history of Australian Cricket.
4809,4809,4809,ZLoqzGzWIG0--1,46-year old has played for Australia from 1998 to 2009.
4810,4810,4810,ZLoqzGzWIG0--2,"In the 2003 World Cup, Symonds scored an unbeaten 143 against Pakistan"
4811,4811,4811,ZLoqzGzWIG0--3,which helped Australia beat Pakistan.
4812,4812,4812,ZLoqzGzWIG0--4,Symonds has scored 2 centuries in 26 Tests that he played for his country.
4813,4813,4813,ZLoqzGzWIG0--5,He has also played 198 One Day Internationals
4814,4814,4814,ZLoqzGzWIG0--6,in which he has scored 6 centuries and 30 half-centuries while also taking 133 wickets.
4815,4815,4815,ZLoqzGzWIG0--7,Symonds has been an amazing player.
4816,4816,4816,ZLoqzGzWIG0--8,"Symonds also played 14 T20 Internationals,"
4817,4817,4817,ZLoqzGzWIG0--9,scoring 337 runs and taking 8 wickets.
4818,4818,4818,WvKDxy7wxNo--0,People love playing golf and weekends are the right time to play this sport.
4819,4819,4819,WvKDxy7wxNo--1,People have golf bags but the balls are usually strewn around the house.
4820,4820,4820,WvKDxy7wxNo--2,Looking for your golf balls might get irritating when you are getting late for a game of Golf on a weekend.
4821,4821,4821,WvKDxy7wxNo--3,Do you think it is possible for dogs to swallow golf balls?
4822,4822,4822,WvKDxy7wxNo--4,Well this happened! Let me tell you this shocking story.
4823,4823,4823,WvKDxy7wxNo--5,"In the United Kingdom David Warren, a 70 year old man, who has 6 children"
4824,4824,4824,WvKDxy7wxNo--6,"and 1 dog. There are different types of dogs like Labradors, Pugs, Dachshund, etc. David has a pet boxer named Ben."
4825,4825,4825,WvKDxy7wxNo--7,Ben is 2 years old.
4826,4826,4826,WvKDxy7wxNo--8,Warren noticed that Ben lost his appetite and interest in food and started losing weight.
4827,4827,4827,WvKDxy7wxNo--9,He noticed that Ben was very quiet and was not eating at all and was losing weight.
4828,4828,4828,Tm-s2SqETkg--0,"What is love? Sometimes when something happens to one of partners in love like a skin condition or physical deformity etc, they may break off."
4829,4829,4829,Tm-s2SqETkg--1,But true love is beyond all this and remains strong.
4830,4830,4830,Tm-s2SqETkg--2,Related to this we have a story of true love from Ukraine.
4831,4831,4831,Tm-s2SqETkg--3,"23 year old, Oksana and her boyfriend Viktor have been together since 6 years."
4832,4832,4832,Tm-s2SqETkg--4,The couple also have two kids as well. They had not been married as yet.
4833,4833,4833,Tm-s2SqETkg--5,Oksana worked as a nurse in a hospital.
4834,4834,4834,Tm-s2SqETkg--6,"Amidst the Russia- Ukraine war on 27th March 2022,"
4835,4835,4835,Tm-s2SqETkg--7,"Oksana, after her duty was returning home with her boyfriend Viktor."
4836,4836,4836,Tm-s2SqETkg--8,when a bomb exploded nearby. Oksana flung in the air and fell on the ground.
4837,4837,4837,Tm-s2SqETkg--9,She was quickly taken to the hospital and it was not sure if she will survive.
4838,4838,4838,OS0q5XwHSys--0,"Unconsensual, forceful sex with a woman is termed as 'Rape' by the law."
4839,4839,4839,OS0q5XwHSys--1,You all know this.
4840,4840,4840,OS0q5XwHSys--2,Another act called POCSO deals with sexual acts committed against children.
4841,4841,4841,OS0q5XwHSys--3,Like that there are various laws & punishments to deal with different kinds of offences.
4842,4842,4842,OS0q5XwHSys--4,Now what about a married couple?
4843,4843,4843,OS0q5XwHSys--5,Say the husband is drunk and extremely aroused to have sex and the wife refuses. To refuse is her right.
4844,4844,4844,OS0q5XwHSys--6,The husband then forcefully has sex with her. This is called 'Marital Rape'.
4845,4845,4845,OS0q5XwHSys--7,Marital Rape is a kind of rape which is a forceful sexual act done with a husband or a wife.
4846,4846,4846,OS0q5XwHSys--8,Sexual acts must be consensual. When done without the spouse's consent it is marital rape.
4847,4847,4847,OS0q5XwHSys--9,"However, there are no laws for Marital Rape in India."
4848,4848,4848,Ek3i_7hQMYc--0,"In 2020 COVID-19 spread across the world and in India, infecting so many people. Many were hospitalised and put on oxygen support."
4849,4849,4849,Ek3i_7hQMYc--1,"Many died. There was struggle to contain the situations, doctors were over burdened and everyone was exhausted."
4850,4850,4850,Ek3i_7hQMYc--2,A lot of research on vaccines has been done around the world. Strict measures were imposed to contain the virus.
4851,4851,4851,Ek3i_7hQMYc--3,Vaccines were invented and its use was encouraged globally. This lead to a decline in cases.
4852,4852,4852,Ek3i_7hQMYc--4,There are still a few infections but by now people know how to tackle it.
4853,4853,4853,Ek3i_7hQMYc--5,Vaccines have had a huge role to play in this. Strict restrictions have also been removed.
4854,4854,4854,Ek3i_7hQMYc--6,Life has gone back to normal. Some countries still have a few cases like India.
4855,4855,4855,Ek3i_7hQMYc--7,However one particular country has not reported a single infection in the last 2.5 years!
4856,4856,4856,Ek3i_7hQMYc--8,How is that possible? This place is North Korea which has a population of 25 million.
4857,4857,4857,Ek3i_7hQMYc--9,Now that's impossible! However this claim was widely doubted by researchers & experts.
4858,4858,4858,DmtOIBYx4II--0,ISH News had released a video about a woman who sold idlis at a very cheap price.
4859,4859,4859,DmtOIBYx4II--1,Let me tell you about her in brief again.
4860,4860,4860,DmtOIBYx4II--2,M Kamalathal is a 80 - 85 year old woman.
4861,4861,4861,DmtOIBYx4II--3,She is from Vadivelampalayam village of Coimbatore district in Tamil Nadu.
4862,4862,4862,DmtOIBYx4II--4,She has been selling each idli for just ₹1.
4863,4863,4863,DmtOIBYx4II--5,She wakes up before sun rise
4864,4864,4864,DmtOIBYx4II--6,"and herself prepares the batter, steams the idlis and grinds the chutneys."
4865,4865,4865,DmtOIBYx4II--7,Her aim is to make her idlis affordable for the daily wage labourers who have financial difficulties.
4866,4866,4866,DmtOIBYx4II--8,Kamalathal sells each idli for just ₹1.
4867,4867,4867,DmtOIBYx4II--9,She does not do it for profit but just to serve humanity.
4868,4868,4868,Jr9NBKLTeM8--0,A father loves their children. He always ensures that their child gets the best. For him the child's happiness is important.
4869,4869,4869,Jr9NBKLTeM8--1,You all know that a father never cares about himself.
4870,4870,4870,Jr9NBKLTeM8--2,However there is a fine line between love and stupidity.
4871,4871,4871,Jr9NBKLTeM8--3,Let me tell you about one such stupidity.
4872,4872,4872,Jr9NBKLTeM8--4,"In the Northern territory of Australia, Scott Roscarel was fishing with his father."
4873,4873,4873,Jr9NBKLTeM8--5,Scott then caught a huge fish on his fishing rod!
4874,4874,4874,Jr9NBKLTeM8--6,The crocodile saw the fish and decided to have it for lunch.
4875,4875,4875,Jr9NBKLTeM8--7,"When Scott was reeling the fish in, the crocodile was following the fishing line."
4876,4876,4876,Jr9NBKLTeM8--8,Scott was not at all bothered and continued to reel the fish in. The creature continued to follow it.
4877,4877,4877,Jr9NBKLTeM8--9,"When scott reeled the fish to the land, the crocodile continued to follow it."
4878,4878,4878,NLFq9j9jLrc--0,A few months back Sri Lanka witnessed a huge crisis due to a shortage in petrol & a hike in its prices.
4879,4879,4879,NLFq9j9jLrc--1,"Electricity bills, food prices went up and the prices of essential commodities went through the roof. Citizens were fed up."
4880,4880,4880,NLFq9j9jLrc--2,This is why there were major protests. Here were their demands.
4881,4881,4881,NLFq9j9jLrc--3,The the Rajapaksa family have controlled the Sri Lankan government
4882,4882,4882,NLFq9j9jLrc--4,Gotabaya Rajapaksa was the President and Mahinda Rajapaksa was the Prime Minister.
4883,4883,4883,NLFq9j9jLrc--5,The two have been in power since when.
4884,4884,4884,NLFq9j9jLrc--6,People have consistently demanded their resignation & blamed them for the economic crisis.
4885,4885,4885,NLFq9j9jLrc--7,There were major protests.
4886,4886,4886,NLFq9j9jLrc--8,A pro-government group in favor of Rajapaksa's regime clashed with anti-government protesters.
4887,4887,4887,NLFq9j9jLrc--9,This violent clash took place outside President Gotabaya Rajapaksa's office.
4888,4888,4888,TMeZD77QpL4--0,Now we have entered the third year since the covid-19 pandemic has started in March 2020.
4889,4889,4889,TMeZD77QpL4--1,"Initially everyone was worried, but then later people knew that vaccines were important."
4890,4890,4890,TMeZD77QpL4--2,"Earlier vaccines were not available, but are now easily available."
4891,4891,4891,TMeZD77QpL4--3,India has now fully vaccinated 68% of its population
4892,4892,4892,TMeZD77QpL4--4,India is vaccinating adults as well as children starting from 5 year olds.
4893,4893,4893,TMeZD77QpL4--5,"Jacob Puliyel, a former member of the National Technical Advisory Group on Immunization (NTAGI)"
4894,4894,4894,TMeZD77QpL4--6,has filed a PIL in the Court. What is it regarding?
4895,4895,4895,TMeZD77QpL4--7,"Some states in India have made vaccine certificate which shows the person is fully vaccinated, compulsory to enter malls."
4896,4896,4896,TMeZD77QpL4--8,Vaccine certificates are required while travelling in public transport etc.
4897,4897,4897,TMeZD77QpL4--9,People are not given jobs or salaries are deducted if they are not fully vaccinated.
4898,4898,4898,KEp3mUphBEM--0,"It is now 2022, the world has changed. Travelling time has shortened."
4899,4899,4899,KEp3mUphBEM--1,You can reach from here ot Delhi in just 2 - 3 hours.
4900,4900,4900,KEp3mUphBEM--2,Or from here to Gujarat or Kerala we use flights which saves time.
4901,4901,4901,KEp3mUphBEM--3,"Compared to earlier's slower time, flights make things fast now."
4902,4902,4902,KEp3mUphBEM--4,"Recently, Indigo airlines was criticized badly"
4903,4903,4903,KEp3mUphBEM--5,Let me tell you why?
4904,4904,4904,KEp3mUphBEM--6,"At Jharkhand's Ranchi airport, there was family having a disabled child."
4905,4905,4905,KEp3mUphBEM--7,The Indigo airline manger did not allow the family to board due to the child.
4906,4906,4906,KEp3mUphBEM--8,The news about the incident went viral on social media on 8th May 2022.
4907,4907,4907,KEp3mUphBEM--9,"However, the incident happened a day prior, on 7th May 2022."
4908,4908,4908,LAQfdYqykZI--0,The Indian Meteorological Department that studies the weather conditions and predicts natural calamities
4909,4909,4909,LAQfdYqykZI--1,has issued an alert of cyclonic storm in the Bay of Bengal
4910,4910,4910,LAQfdYqykZI--2,"The cyclone is named ""Asani"""
4911,4911,4911,LAQfdYqykZI--3,and is moving in the north-west direction towards India with the speed of 14Kmph
4912,4912,4912,LAQfdYqykZI--4,Cyclone Asani is about 810 km away from Visakhapatnam in Andhra Pradesh
4913,4913,4913,LAQfdYqykZI--5,"and 880 km away from Puri, Odisha. It is moving towards India."
4914,4914,4914,LAQfdYqykZI--6,"IMD has issued an alert about the movement of the cyclone to Andra Pradesh, West Bengal and Odisha."
4915,4915,4915,LAQfdYqykZI--7,"They have alerted that tomorrow around evening of 10th May 2022,"
4916,4916,4916,LAQfdYqykZI--8,the cyclone is expected to come near the coast of the 3 states.
4917,4917,4917,LAQfdYqykZI--9,IMD Director-General Mrutunjay Mohaptra alerted that
4918,4918,4918,Uum9q5pv_0A--0,"Earlier world over and even in India, people worked in the same company for longer periods"
4919,4919,4919,Uum9q5pv_0A--1,"like 10 years, 25 years, 15 years etc."
4920,4920,4920,Uum9q5pv_0A--2,Now times have changed around the world including India.
4921,4921,4921,Uum9q5pv_0A--3,"People quit and take up new their job if there is no rise in salary,"
4922,4922,4922,Uum9q5pv_0A--4,or if they are not given promotion inspite of their experience etc.
4923,4923,4923,Uum9q5pv_0A--5,"People change jobs within a month, 3 months, 6 months or a year."
4924,4924,4924,Uum9q5pv_0A--6,This is a new change and trend everywhere.
4925,4925,4925,Uum9q5pv_0A--7,A man's name has been registered in Guinness World Record
4926,4926,4926,Uum9q5pv_0A--8,for working at the same company for 84 years.
4927,4927,4927,Uum9q5pv_0A--9,"The person's name is Walter Orthmann and he is from Brusque, a small town in Brazil."
4928,4928,4928,Rv1tEIjIEM8--0,Elon Musk is the richest man in the world.
4929,4929,4929,Rv1tEIjIEM8--1,Just recently he bought Twitter for 44 Billion dollars in cash.
4930,4930,4930,Rv1tEIjIEM8--2,"Elon Musk, who is not just the richest"
4931,4931,4931,Rv1tEIjIEM8--3,but is also a very influential personality.
4932,4932,4932,Rv1tEIjIEM8--4,"A simple tweet from Musk maybe about the crypto currency,"
4933,4933,4933,Rv1tEIjIEM8--5,makes the crypto market boom or fall.
4934,4934,4934,Rv1tEIjIEM8--6,Strangely his random tweets control the market.
4935,4935,4935,Rv1tEIjIEM8--7,"Musk is known for tweeting funny yet sarcastic ideas,"
4936,4936,4936,Rv1tEIjIEM8--8,"indirectly targetting someone, etc"
4937,4937,4937,Rv1tEIjIEM8--9,His tweets often raise controversies and debates. Strange!
4938,4938,4938,YbhR8ne8mUg--0,"First the Oylmpics were held,"
4939,4939,4939,YbhR8ne8mUg--1,Then Paralympics
4940,4940,4940,YbhR8ne8mUg--2,Now Deaflympics 2021 are being held in Brazil's Caxias.
4941,4941,4941,YbhR8ne8mUg--3,"Around 2,100 athletes from 72 countries are participating in different games."
4942,4942,4942,YbhR8ne8mUg--4,Deaflympics is being held from 1st May 2022 to 15th May 2022.
4943,4943,4943,YbhR8ne8mUg--5,You may be wondering that is Deaflympics 2021 but is being held in 2022.
4944,4944,4944,YbhR8ne8mUg--6,It scheduled to take place from 5th December 2021 to 21st December 2021
4945,4945,4945,YbhR8ne8mUg--7,but were postponed due to May 2022 due to rise in covid cases.
4946,4946,4946,YbhR8ne8mUg--8,"In a major development, India has sent 65 athletes to compete in the Deaflympics"
4947,4947,4947,YbhR8ne8mUg--9,"Since its debut in 1965, India has been sending a few athletes to the Deaflympics"
4948,4948,4948,MluonE1OqLY--0,The long haired Barbie Doll is loved by girls of all ages from all around the world.
4949,4949,4949,MluonE1OqLY--1,"Little girls get the barbie home, comb their hair and dream to be like her."
4950,4950,4950,MluonE1OqLY--2,Even older girls dream to look like Barbie Doll.
4951,4951,4951,MluonE1OqLY--3,In reality a girl with multiple surgeries and spending 53 lakh Rupees has got her dream barbie figure.
4952,4952,4952,MluonE1OqLY--4,She is a 21 year old girl named Jessica.
4953,4953,4953,MluonE1OqLY--5,She is known as Jessy Bunny on social media.
4954,4954,4954,MluonE1OqLY--6,Jessica dreamt of having a body exactly like Barbie Doll.
4955,4955,4955,MluonE1OqLY--7,It took her 3 years to get her dream body.
4956,4956,4956,MluonE1OqLY--8,She had several surgeries for her complete transformation.
4957,4957,4957,MluonE1OqLY--9,Jessica has breast enhancement surgeries to get bigger breasts.
4958,4958,4958,DP1ly_MsHHQ--0,"Many religious places in India, be is churches, mosques or temples have loudspeakers installed on the top."
4959,4959,4959,DP1ly_MsHHQ--1,Some governments have already taken strict action for fixing the volume of loudspeakers or completely removing them so that it does not disturb anyone.
4960,4960,4960,DP1ly_MsHHQ--2,"The Uttar Pradesh government has so far removed 11,000 speakers from religious premises"
4961,4961,4961,DP1ly_MsHHQ--3,and many other state governments have taken strict actions.
4962,4962,4962,DP1ly_MsHHQ--4,However no such steps are yet taken in Maharashtra.
4963,4963,4963,DP1ly_MsHHQ--5,Raj Thackrey the founder of Maharshtra Navinirman Sena (MNS) who is also a cousin of Maharashtra’s Chief Minister Uddhav Thackrey
4964,4964,4964,DP1ly_MsHHQ--6,has repeatedly asked the Shiv Sena government to lower the volume or remove the loudspeakers from mosques
4965,4965,4965,DP1ly_MsHHQ--7,"and has warned that if his demand is ignored, his party workers will start playing Hanuman Chalisa on loudspeakers near the mosque in higher volume."
4966,4966,4966,DP1ly_MsHHQ--8,Now Maharashtra’s ex Chief Minister and BJP Leader Devendra Fadnavis has jumped into the controversy that you are aware has been going since long.
4967,4967,4967,DP1ly_MsHHQ--9,He said that the Ram Janam Bhoomi in Ayodhya was forcefully captured by mughals
4968,4968,4968,Zr7_-8Xvd9c--0,This is Mukesh Ambani a prominent personality.
4969,4969,4969,Zr7_-8Xvd9c--1,You all know that he is a wealthy businessman.
4970,4970,4970,Zr7_-8Xvd9c--2,"He has setup companies into petrol, technology, mobiles, SIM, JIO, retail, food, etc."
4971,4971,4971,Zr7_-8Xvd9c--3,What if I tell you that Mukesh Ambani is a farmer too? You all may laugh it off and not believe me.
4972,4972,4972,Zr7_-8Xvd9c--4,However this is the truth. Mukesh is a farmer too! Don't be skeptical. Let me tell you.
4973,4973,4973,Zr7_-8Xvd9c--5,"In Jamnagar, Gujarat he set up a huge mango orchard business."
4974,4974,4974,Zr7_-8Xvd9c--6,This means he is a farmer.
4975,4975,4975,Zr7_-8Xvd9c--7,How surprising! Let me tell you something interesting.
4976,4976,4976,Zr7_-8Xvd9c--8,"In the year 1997, the company was  concerned of huge pollution being caused at its petroleum refinery in Jamnagar, Gujarat."
4977,4977,4977,Zr7_-8Xvd9c--9,"After receiving several warnings from the  Pollution Control Boards,"
4978,4978,4978,Zb-LScrNC40--0,"BSL is British Sign Language. It is used by the Deaf Community in the United Kingdom by England, Wales & Scottland."
4979,4979,4979,Zb-LScrNC40--1,However there was no law recognising BSL and there were many campaigns for it.
4980,4980,4980,Zb-LScrNC40--2,Rosie Cooper is a child of Deaf parents and is a member of Parliament in the House of Commons.
4981,4981,4981,Zb-LScrNC40--3,Rosie proposed a bill to recognise BSL in June 2021.
4982,4982,4982,Zb-LScrNC40--4,The bill was proposed in the House of Commons which is like India's Lok Sabha. The bill was then discussed by the members.
4983,4983,4983,Zb-LScrNC40--5,The BSL bill was then introduced by Christopher Holmes to the House of Lords which is like Rajya Sabha on March 2022.
4984,4984,4984,Zb-LScrNC40--6,"In the House of Lords, at the 3rd reading of the bill on 27 April 2022 the bill was passed."
4985,4985,4985,Zb-LScrNC40--7,The BSL Bill has now become the BSL Act.
4986,4986,4986,Zb-LScrNC40--8,After years of campaigning people were very happy that BSL was finally recognised.
4987,4987,4987,Zb-LScrNC40--9,Generations of the Deaf community will leave hassle free because of this Act.
4988,4988,4988,Pq_t0WFvIOY--0,You must have seen many superheroes on TV & movies.
4989,4989,4989,Pq_t0WFvIOY--1,You know that these are fake and graphically edited. But have you ever thought that these might actually be real?
4990,4990,4990,Pq_t0WFvIOY--2,You would say it's impossible. Right?
4991,4991,4991,Pq_t0WFvIOY--3,"But let me tell you, these are real as well."
4992,4992,4992,Pq_t0WFvIOY--4,You will not believe that these people have some superpowers. Do you want to know about them?
4993,4993,4993,Pq_t0WFvIOY--5,But wait! We are from India and these people with superpower are from India as well. Wow!
4994,4994,4994,Pq_t0WFvIOY--6,Want to know? Let me tell you about them.
4995,4995,4995,Pq_t0WFvIOY--7,There are 5 such people in India who have some amazing superpowers.
4996,4996,4996,Pq_t0WFvIOY--8,Manoj Chopra is considered Asia’s Strongest Man.
4997,4997,4997,Pq_t0WFvIOY--9,"He states that his ancestors like his father, grandfather, great grandfather all were from Punjab,"
4998,4998,4998,NNgkuhJVaT0--0,The India Meteorological Department on 27 April predicted ‘Heatwave’ conditions across the country for at least the next five days.
4999,4999,4999,NNgkuhJVaT0--1,What is a ‘Heatwave’? It is when the air temperature becomes very high which is dangerous for humans.
5000,5000,5000,NNgkuhJVaT0--2,"People can faint, get dehydrated and sometimes even die."
5001,5001,5001,NNgkuhJVaT0--3,"As per the IMD, heatwave conditions will be worse in"
5002,5002,5002,NNgkuhJVaT0--4,"in norther parts of India like Delhi, Haryana, Uttar Pradesh, Gujarat, etc."
5003,5003,5003,NNgkuhJVaT0--5,The sun is going to be at its strongest so people need to be very careful.
5004,5004,5004,NNgkuhJVaT0--6,Temperatures in the country can go from 38 degrees to 44 degrees.
5005,5005,5005,NNgkuhJVaT0--7,Schools in Odisha are shut because of the heatwave. Delhi has been alert as well.
5006,5006,5006,NNgkuhJVaT0--8,"This presents a major problem for India's population as very few people air conditioner,"
5007,5007,5007,NNgkuhJVaT0--9,"while large portion lives without air conditioning, creating a life-threatening situation, particularly for the elderly."
5008,5008,5008,UxC4VJ26WJE--0,"On 26 April 2022, India reported 2,483 new cases of covid-19. Infections are on the rise."
5009,5009,5009,UxC4VJ26WJE--1, Vaccines are playing a very important role.
5010,5010,5010,UxC4VJ26WJE--2,"Union Health Minister Mansukh Mandavia has said,"
5011,5011,5011,UxC4VJ26WJE--3,86% of India’s adult population has been fully vaccinated.
5012,5012,5012,UxC4VJ26WJE--4,"Do you remember, DCGI had approved Bharat Biotech's Covaxin & Zydus Cadila's ZyCoV-D vaccine for use on children above 12 years in December 2021."
5013,5013,5013,UxC4VJ26WJE--5,The DCGI had also approved Biological E's Covid-19 vaccine Corbevax for children above 12 years age group.
5014,5014,5014,UxC4VJ26WJE--6,Now the DCGI has brought up a very good news regarding vaccination for children below the age of 12.
5015,5015,5015,UxC4VJ26WJE--7,Yesterday on 26 April 2022 the DCGI approved the use of Bharat Biotech's Covaxin vaccine and  Biological E's Corbevax.
5016,5016,5016,UxC4VJ26WJE--8,Bharat Biotech's Covaxin vaccine has been approved for children who are aged between 6 to 12 years.
5017,5017,5017,UxC4VJ26WJE--9,Biological E's Corbevax can be given to children between the ages of 5-12 years.
5018,5018,5018,E6MJyECsyo0--0,Tesla CEO Elon Musk is extremely well known and is also the CEO of SpaceX.
5019,5019,5019,E6MJyECsyo0--1,Musk is the richest man in the world.
5020,5020,5020,E6MJyECsyo0--2,2 weeks ago Musk purchased 9.2% stake in Twitter for a huge sum!
5021,5021,5021,E6MJyECsyo0--3,He now has four times more stake than Twitter founder Jack Dorsey who currently owns around 2.25% of the company.
5022,5022,5022,E6MJyECsyo0--4,What made Musk buy Twitter? It was because he really liked the social media.
5023,5023,5023,E6MJyECsyo0--5,"He keeps posting controversial Tweets that sometimes anger the American government, his investors, etc."
5024,5024,5024,E6MJyECsyo0--6,He is a strong proponent of free speech.
5025,5025,5025,E6MJyECsyo0--7,Sometimes Twitter would delete his tweets and be very controlling. Musk is completely against this.
5026,5026,5026,E6MJyECsyo0--8,He wanted people to freely express their opinions.
5027,5027,5027,E6MJyECsyo0--9,This is why he purchased the 9.2% stake
5028,5028,5028,UchY2tS3zaw--0,"A few months back, 37 year old Indian wicketkeeper Wriddhiman Saha"
5029,5029,5029,UchY2tS3zaw--1,without disclosing someone’s identity claimed that he was threatened and bullied by a journalist.
